SnapshotID,FileID,ParentDirectoryID,FileNameHash,FileExtension,FileType,Unknown,FileSize,AllocatedSize,Timestamp,ClusterSize,Attributes,Meta,FileDate,FileSizeMB,FileAgeYears
1,000e46ce402500409354,39c4a71ba8949d8e0a2d,39c4a71ba8949d8e0a2d,604879208,c,NTFS,2932253696,4310013952,126142230903260000,512,459007,502,2000-09-23 22:51:30.325999975,2796.4150390625,4.482191780821918
7,0ae9d8ff4a2fde36885c,3455bd0b4c1501c7d899,06fcb9effa6b460f60e9,773854956,c,FAT32,5109891072,8430841856,126137892909020000,4096,6,502,2000-09-18 22:21:30.901999950,4873.171875,4.495890410958904
12,0f8bc5a91a518d0461cf,66fc28d1b3a538385a2d,eb17bfe0ed80e9c43f34,618801528,f,NTFS,7059025920,18194284544,126134307922350000,4096,459007,198,2000-09-14 18:46:32.235000014,6732.01171875,4.506849315068493
13,0f8bc5a91a518d0461cf,66fc28d1b3a538385a2d,eb17bfe0ed80e9c43f34,-1878414956,c,NTFS,1083307520,2146765312,126134307738280000,512,459007,198,2000-09-14 18:46:13.827999949,1033.12255859375,4.506849315068493
14,0f8bc5a91a518d0461cf,66fc28d1b3a538385a2d,eb17bfe0ed80e9c43f34,-1604198837,d,NTFS,5591822336,6950326272,126134307850470000,4096,459007,198,2000-09-14 18:46:25.047000051,5332.77734375,4.506849315068493
15,0f8bc5a91a518d0461cf,66fc28d1b3a538385a2d,eb17bfe0ed80e9c43f34,-57523550,e,NTFS,7493787648,9088901120,126134307858130000,4096,459007,198,2000-09-14 18:46:25.812999964,7146.6328125,4.506849315068493
19,a321a37d53bf78ba06b0,5c1e45ec5c9ffbec8cd6,9ea077c20c797d6e2694,1756212263,c,NTFS,4929140224,9097126912,126137766984230000,512,459007,502,2000-09-18 18:51:38.422999978,4700.79443359375,4.495890410958904
31,a28f801073caf17bfcd1,c3ce2857cb25c266b882,eb17bfe0ed80e9c43f34,155196397,d,FAT,4194304,2146467840,126137766445040000,32768,6,198,2000-09-18 18:50:44.503999949,4.0,4.495890410958904
32,a28f801073caf17bfcd1,c3ce2857cb25c266b882,49243ede2e27b3f8a088,-1331289289,c,NTFS,634527744,2146765312,126137765671910000,512,459007,198,2000-09-18 18:49:27.190999985,605.1328125,4.495890410958904
113,0f37d3c73b0d2b79d59c,ae80b3f84106ea3c2215,ae80b3f84106ea3c2215,959453660,c,FAT32,2727776256,5992685568,126133487888900000,4096,6,198,2000-09-13 19:59:48.889999986,2601.41015625,4.50958904109589
154,a0c9d307758c22f1f471,0ce2cd865fc3500643b0,eb17bfe0ed80e9c43f34,-601917956,d,NTFS,5142081536,6942101504,126140367178450000,4096,459007,502,2000-09-21 19:05:17.845000029,4903.87109375,4.487671232876712
155,a0c9d307758c22f1f471,0ce2cd865fc3500643b0,eae8ebd21e252ca14f49,623843327,c,FAT,1762394112,2146467840,126140367156520000,32768,6,502,2000-09-21 19:05:15.651999950,1680.75,4.487671232876712
198,0e105d9b1c26d427679e,14aca1769a9fd2ca627d,eb17bfe0ed80e9c43f34,1692087219,c,NTFS,237154304,2146764800,126134343139240000,2048,459007,502,2000-09-14 19:45:13.924000025,226.16796875,4.506849315068493
199,0e105d9b1c26d427679e,14aca1769a9fd2ca627d,eb17bfe0ed80e9c43f34,2094066380,d,NTFS,1688326144,6983229440,126134346604840000,4096,459007,502,2000-09-14 19:51:00.483999968,1610.11328125,4.506849315068493
278,a2ad47060b76820c4993,a38cb641fa946bcbaa87,eb17bfe0ed80e9c43f34,878402949,c,NTFS,18700386304,20472688640,126137803492210000,4096,459007,198,2000-09-18 19:52:29.220999956,17834.078125,4.495890410958904
282,a31cf268956642aa5e93,da12cb8d0e286627e3b0,eb17bfe0ed80e9c43f34,593827538,c,FAT32,4331016192,6427779072,126135350123400000,32768,16390,198,2000-09-15 23:43:32.340000033,4130.37890625,4.504109589041096
306,a28fa2ada018a9025a98,ec350c5f77676821ce0f,eb17bfe0ed80e9c43f34,-662835263,c,NTFS,4944658432,8389750784,126138526838200000,4096,459007,502,2000-09-19 15:58:03.820000052,4715.59375,4.493150684931507
324,a1b259a63d0c42286bad,ee4fef53d6ae27719b1b,eb17bfe0ed80e9c43f34,-1199187189,c,NTFS,377686016,2089187328,126141216130130000,2048,459007,502,2000-09-22 18:40:13.013000011,360.189453125,4.484931506849315
325,a1b259a63d0c42286bad,ee4fef53d6ae27719b1b,0ccfa4cf51adbc926501,1516263008,d,NTFS,987949056,2146764800,126141222981220000,2048,459007,502,2000-09-22 18:51:38.121999979,942.181640625,4.484931506849315
326,a1b259a63d0c42286bad,ee4fef53d6ae27719b1b,2445e6b10a0926a0b526,840642047,e,NTFS,9048768512,9097125888,126141223791530000,4096,459007,502,2000-09-22 18:52:59.152999997,8629.578125,4.484931506849315
439,a3d8e9815c67c53b2201,8d58cb121d29030cf2f0,eb17bfe0ed80e9c43f34,606410496,c,FAT,129597440,2039545856,126140370716440000,32768,6,502,2000-09-21 19:11:11.644000053,123.59375,4.487671232876712
440,a3d8e9815c67c53b2201,8d58cb121d29030cf2f0,eb17bfe0ed80e9c43f34,-1330136627,e,NTFS,17579606016,18367016960,126140370771120000,4096,459007,502,2000-09-21 19:11:17.111999989,16765.21875,4.487671232876712
478,0e4a36681ae5dc69e49b,daebbce26f90f51439ea,ae655c95c75cb41d5a7f,241963507,c,FAT32,5007712256,9088229376,126137775274310000,8192,6,198,2000-09-18 19:05:27.430999994,4775.7265625,4.495890410958904
485,0cba05cf57c7440906b8,0cba05cf57c7440906b8,eb17bfe0ed80e9c43f34,139400656,c,FAT,127500288,2109472768,126137642107630000,32768,6,198,2000-09-18 15:23:30.763000011,121.59375,4.495890410958904
486,0cba05cf57c7440906b8,0cba05cf57c7440906b8,eb17bfe0ed80e9c43f34,546735240,d,FAT32,2402103296,3238834176,126137642725640000,4096,6,198,2000-09-18 15:24:32.564000010,2290.82421875,4.495890410958904
511,a0ae800064560c4077f7,2857adca74831e9a781e,e46979481ac0d1a477d6,707859163,c,FAT32,19166232576,20388675584,126139386799990000,16384,6,502,2000-09-20 15:51:19.998999953,18278.34375,4.49041095890411
512,a0ae800064560c4077f7,f4c1b1c1c70ac54911fa,e46979481ac0d1a477d6,707859163,c,FAT32,19022856192,20388675584,126139386318920000,16384,6,502,2000-09-20 15:50:31.891999960,18141.609375,4.49041095890411
516,0cd5961ce318315450e7,99b1f83866e29676b648,eb17bfe0ed80e9c43f34,-597473374,c,NTFS,2144842240,3142024192,126138492534400000,512,31,198,2000-09-19 15:00:53.440000057,2045.48095703125,4.493150684931507
517,a0d47185d734b99fafb2,40ce3473722e67d54273,17afa306652192486f45,356979186,c,FAT32,3091165184,4301586432,126140552091640000,4096,6,198,2000-09-22 00:13:29.164000034,2947.96484375,4.487671232876712
530,a2052853461eef859308,3b12bf0be1a4660bc5b0,eb17bfe0ed80e9c43f34,1146124324,c,NTFS,2144468992,4285337600,126139381550530000,4096,459007,502,2000-09-20 15:42:35.052999973,2045.125,4.49041095890411
547,a4385305cb5bb288d354,b2e234c579bdfa91da64,eb17bfe0ed80e9c43f34,1814053660,d,NTFS,9504256000,11424878592,126139564878760000,4096,459007,502,2000-09-20 20:48:07.876000047,9063.96484375,4.49041095890411
548,a4385305cb5bb288d354,b2e234c579bdfa91da64,7c2c900059de685b90c8,1075713232,c,FAT,315031552,2146467840,126139564791640000,32768,6,502,2000-09-20 20:47:59.164000034,300.4375,4.49041095890411
570,0af2f215cada9719f522,24929c9ac18008b75da7,663effe287cf572300a0,628233702,c,FAT32,6282469376,9992126464,126140356915470000,8192,6,502,2000-09-21 18:48:11.547000051,5991.4296875,4.487671232876712
582,0a2ae58ba15e6e63ece3,958710b51876865359f6,2c544dfaf5af14cff318,881948317,c,NTFS,7211366912,8447329792,126137710865590000,512,459007,198,2000-09-18 17:18:06.559000015,6877.29541015625,4.495890410958904
617,a2b2d63017d08d556cb2,0fa2aa4a9e27ccff2ad4,eb17bfe0ed80e9c43f34,408687850,d,FAT32,520294400,1896280064,126137701431350000,4096,6,198,2000-09-18 17:02:23.134999990,496.19140625,4.495890410958904
618,a2b2d63017d08d556cb2,0fa2aa4a9e27ccff2ad4,eb17bfe0ed80e9c43f34,574888183,c,FAT32,1097113600,2413461504,126137701316190000,4096,6,198,2000-09-18 17:02:11.618999958,1046.2890625,4.495890410958904
619,a111f434e0ad4882236b,d115f1fd183b4e54127a,eb17bfe0ed80e9c43f34,-737764064,c,FAT,126418944,2146467840,126139384194880000,32768,6,198,2000-09-20 15:46:59.488000035,120.5625,4.49041095890411
620,a111f434e0ad4882236b,d115f1fd183b4e54127a,1bb9ad4070ded34c3c90,606672645,d,FAT32,2699145216,6025523200,126139384362240000,4096,6,198,2000-09-20 15:47:16.223999977,2574.10546875,4.49041095890411
623,a159eee05fdcbae4d176,7cff86af665e86f1e1b8,eb17bfe0ed80e9c43f34,333984095,d,FAT32,4547817472,4556070912,126133476915200000,32768,16390,198,2000-09-13 19:41:31.519999981,4337.13671875,4.50958904109589
624,a159eee05fdcbae4d176,7cff86af665e86f1e1b8,d0cefb19b2bf20358ba8,342037241,c,FAT32,1186664448,4556070912,126133476799300000,32768,16390,198,2000-09-13 19:41:19.929999948,1131.69140625,4.50958904109589
626,0c6d0ded2d305941b3b5,e9086c534c99a9323831,eb17bfe0ed80e9c43f34,886049100,c,NTFS,5599477760,6785822720,126135452480690000,4096,459007,502,2000-09-16 02:34:08.069000006,5340.078125,4.501369863013698
748,a3e6617840b067870d4c,18fb89ce871d5b8f4c1b,eb17bfe0ed80e9c43f34,-800838653,c,FAT,310214656,2146467840,126137767136920000,32768,6,198,2000-09-18 18:51:53.692000031,295.84375,4.495890410958904
749,a3e6617840b067870d4c,18fb89ce871d5b8f4c1b,53ac255fce32b76a6b55,-1663098408,d,NTFS,1678299136,2138570752,126137767261920000,2048,459007,198,2000-09-18 18:52:06.192000031,1600.55078125,4.495890410958904
774,a2b72838cab87c649c53,a2b72838cab87c649c53,37d6280b9a326dcd816e,538711532,c,FAT,1095172096,2146467840,126138519085460000,32768,6,198,2000-09-19 15:45:08.546000004,1044.4375,4.493150684931507
800,a14889cfb89ef7205e22,a14889cfb89ef7205e22,04021024e1bcda407495,560665345,c,FAT32,19030556672,20405125120,126140290624640000,16384,6,198,2000-09-21 16:57:42.463999987,18148.953125,4.487671232876712
832,0e114d61407ba31979a7,d3e6ab5214760828d765,9f17707589af4dcdad6b,1080758778,c,FAT32,3715104768,40965373952,126150831015720000,32768,6,502,2000-10-03 21:45:01.572000027,3543.0,4.454794520547945
833,0e114d61407ba31979a7,dfcc3ff9a196c6e3a390,eb17bfe0ed80e9c43f34,1825544796,d,NTFS,1246142464,4326461440,126150830360160000,4096,459007,502,2000-10-03 21:43:56.016000032,1188.4140625,4.454794520547945
834,0e114d61407ba31979a7,dfcc3ff9a196c6e3a390,eb17bfe0ed80e9c43f34,-1740842897,c,FAT32,182931456,3992928256,126150830144750000,4096,6,502,2000-10-03 21:43:34.475000024,174.45703125,4.454794520547945
959,0c17523aec8e0674e353,b7609bc33b991f790090,14c1b2c3c09508bb5c88,-2143502821,c,NTFS,1538187264,9088901120,126138560973930000,4096,459007,502,2000-09-19 16:54:57.393000007,1466.9296875,4.493150684931507
960,0c17523aec8e0674e353,b7609bc33b991f790090,f49848b0df51d900571a,2090026222,d,NTFS,12447686656,18350075904,126138564475180000,4096,459007,502,2000-09-19 17:00:47.518000007,11871.0390625,4.493150684931507
962,a04c47df1a8c82c26b5e,d41229dbb61a00088e17,eb17bfe0ed80e9c43f34,325000407,c,FAT,719912960,2146467840,126138098657530000,32768,6,502,2000-09-19 04:04:25.753000021,686.5625,4.493150684931507
963,a04c47df1a8c82c26b5e,d41229dbb61a00088e17,eb17bfe0ed80e9c43f34,1812568693,e,FAT32,1202135040,6280024064,126138101101490000,4096,6,502,2000-09-19 04:08:30.149000049,1146.4453125,4.493150684931507
964,a04c47df1a8c82c26b5e,d41229dbb61a00088e17,eb17bfe0ed80e9c43f34,-1729342638,d,NTFS,4021035008,5782335488,126138098660230000,4096,459007,502,2000-09-19 04:04:26.023000002,3834.7578125,4.493150684931507
965,a04c47df1a8c82c26b5e,d41229dbb61a00088e17,eb17bfe0ed80e9c43f34,-131087483,f,NTFS,2801733632,5782335488,126138101186710000,4096,459007,502,2000-09-19 04:08:38.671000004,2671.94140625,4.493150684931507
1095,0f80d697a25765f18945,0f80d697a25765f18945,eb17bfe0ed80e9c43f34,-134217729,c,FAT32,227000320,2134351872,126140276200670000,4096,6,198,2000-09-21 16:33:40.067000031,216.484375,4.487671232876712
1096,0f80d697a25765f18945,0f80d697a25765f18945,39f54c85b7a552bb2dad,0,f,FAT32,621686784,2076884992,126140276725720000,4096,6,198,2000-09-21 16:34:32.572000027,592.88671875,4.487671232876712
1097,0f80d697a25765f18945,0f80d697a25765f18945,39f54c85b7a552bb2dad,-594753465,d,NTFS,1543020544,4203083776,126140276362800000,2048,459007,198,2000-09-21 16:33:56.279999971,1471.5390625,4.487671232876712
1098,0f80d697a25765f18945,0f80d697a25765f18945,bfa48791832f653e7570,-1251651068,e,NTFS,2288640,24643072,126140276716610000,512,459007,198,2000-09-21 16:34:31.661000013,2.1826171875,4.487671232876712
1140,0d775fb97972373afe5c,dd987f18f71d20833ab3,dd987f18f71d20833ab3,190190309,c,FAT32,1991335936,4400095232,126135183223130000,4096,6,502,2000-09-15 19:05:22.312999964,1899.0859375,4.504109589041096
1141,0d775fb97972373afe5c,dd987f18f71d20833ab3,d862d391bb861d730bb0,743437819,d,FAT32,164765696,4679221248,126135183467380000,4096,6,502,2000-09-15 19:05:46.738000035,157.1328125,4.504109589041096
1142,0d775fb97972373afe5c,dd987f18f71d20833ab3,bb238b73dfc7d21ba075,-1936938857,e,NTFS,7708827648,9097125888,126135183923140000,4096,459007,502,2000-09-15 19:06:32.314000010,7351.7109375,4.504109589041096
1143,00f371736b27fc6e4a32,5e61fdaee51d2f7487f8,eb17bfe0ed80e9c43f34,-862806032,c,NTFS,7138335744,12066452992,126133529619450000,512,459007,502,2000-09-13 21:09:21.945000052,6807.6474609375,4.50958904109589
1153,a22847af01329ac0d73f,a22847af01329ac0d73f,eb17bfe0ed80e9c43f34,142807816,f,NTFS,15344009216,18358792192,126141363555840000,4096,459007,198,2000-09-22 22:45:55.583999991,14633.1875,4.484931506849315
1154,a22847af01329ac0d73f,a22847af01329ac0d73f,eb17bfe0ed80e9c43f34,1280030968,d,NTFS,2566782976,4244209664,126141363487040000,4096,459007,198,2000-09-22 22:45:48.703999996,2447.875,4.484931506849315
1155,a22847af01329ac0d73f,a22847af01329ac0d73f,eb17bfe0ed80e9c43f34,-2008161822,c,NTFS,235999232,4194856960,126141362676550000,4096,459007,198,2000-09-22 22:44:27.654999971,225.06640625,4.484931506849315
1156,a22847af01329ac0d73f,63ae37b5b9309db32667,eb17bfe0ed80e9c43f34,1753490616,d,NTFS,6244352000,8922312704,126141364942380000,4096,459007,198,2000-09-22 22:48:14.238000035,5955.078125,4.484931506849315
1157,a22847af01329ac0d73f,63ae37b5b9309db32667,eb17bfe0ed80e9c43f34,-164121999,c,FAT,174927872,209489920,126141364940180000,4096,6,198,2000-09-22 22:48:14.018000007,166.82421875,4.484931506849315
1200,0c9d5c22558c8428eb9e,5d771eae7c4320327981,eb17bfe0ed80e9c43f34,-320163350,c,NTFS,6386286592,8389750784,126137726258870000,4096,459007,502,2000-09-18 17:43:45.886999965,6090.4375,4.495890410958904
1201,0c9d5c22558c8428eb9e,5d771eae7c4320327981,c6fb7cdb8d4ccaf0c87a,-419931312,y,FAT32,5858598912,9803128832,126137726472940000,8192,6,502,2000-09-18 17:44:07.294000030,5587.1953125,4.495890410958904
1202,0c9d5c22558c8428eb9e,5d771eae7c4320327981,ca7937aee84d44576203,-1541933807,z,NTFS,10115530752,20546715648,126137726519810000,4096,459007,502,2000-09-18 17:44:11.980999947,9646.921875,4.495890410958904
1213,0f7b81e51018fd8357da,65c64ca775e7b74c9f59,eb17bfe0ed80e9c43f34,1278738979,c,NTFS,18771251200,20415111168,126133323254420000,4096,459007,198,2000-09-13 15:25:25.442000031,17901.66015625,4.50958904109589
1311,a03e01306c844e8af2bc,b66ab345eeb6190804be,a8a471aed14a9e3a2cd0,-1641543197,d,NTFS,3835011072,4902232064,126135152988390000,4096,459007,502,2000-09-15 18:14:58.838999987,3657.3515625,4.504109589041096
1312,a03e01306c844e8af2bc,b66ab345eeb6190804be,92416a890ce68d34fb75,-2141389312,c,FAT32,1985318912,4186664960,126135152931360000,4096,6,502,2000-09-15 18:14:53.136000037,1893.34765625,4.504109589041096
1349,0f09735406b2b4ce8f1b,de484653967ce0c3e25f,eb17bfe0ed80e9c43f34,1353998662,c,NTFS,4895797248,10487197696,126137717391600000,4096,459007,198,2000-09-18 17:28:59.159999967,4668.99609375,4.495890410958904
1350,0c221a927f73f5e1020d,69fddf74b93f37990486,1fc7af7956b5efaa260e,-265656366,e,NTFS,6545641472,26847313408,126142914213720000,512,459007,502,2000-09-24 17:50:21.371999979,6242.41015625,4.47945205479452
1351,0c221a927f73f5e1020d,69fddf74b93f37990486,66ed57700e5d51315152,1151247340,f,NTFS,4170278400,4194892288,126142951451840000,512,459007,502,2000-09-24 18:52:25.184000015,3977.08740234375,4.47945205479452
1352,0c221a927f73f5e1020d,69fddf74b93f37990486,5934627d1342650a5488,-1741130766,c,FAT32,1063251968,5360586752,126142908334810000,4096,6,502,2000-09-24 17:40:33.480999947,1013.99609375,4.47945205479452
1353,0c221a927f73f5e1020d,69fddf74b93f37990486,53ac255fce32b76a6b55,338455740,d,NTFS,1537137664,4548547072,126142908501680000,512,459007,502,2000-09-24 17:40:50.167999983,1465.9287109375,4.47945205479452
1469,a25d38647c00f9cc8c5b,ddb1a3dabcec6cbc5c2a,eb17bfe0ed80e9c43f34,541324058,c,NTFS,928911360,8439103488,126144541448080000,4096,459007,198,2000-09-26 15:02:24.807999969,885.87890625,4.473972602739726
1506,a33f9df1de03fb42ba02,0e3f49f9e63da1bb973f,eb17bfe0ed80e9c43f34,418644491,e,NTFS,2876542976,4293562368,126137792057560000,4096,459007,198,2000-09-18 19:33:25.756000042,2743.28515625,4.495890410958904
1507,a33f9df1de03fb42ba02,0e3f49f9e63da1bb973f,eb17bfe0ed80e9c43f34,1857575911,c,FAT,441909248,2146467840,126137790843870000,32768,6,198,2000-09-18 19:31:24.386999965,421.4375,4.495890410958904
1508,a33f9df1de03fb42ba02,0e3f49f9e63da1bb973f,eb17bfe0ed80e9c43f34,-1874300786,i,FAT,32407552,262901760,126137792377410000,4096,6,198,2000-09-18 19:33:57.741000056,30.90625,4.495890410958904
1509,a33f9df1de03fb42ba02,0e3f49f9e63da1bb973f,eb17bfe0ed80e9c43f34,-1538367443,g,NTFS,927784960,2146797568,126137792286160000,2048,459007,198,2000-09-18 19:33:48.616000056,884.8046875,4.495890410958904
1510,a33f9df1de03fb42ba02,0e3f49f9e63da1bb973f,eb17bfe0ed80e9c43f34,-1337280961,k,NTFS,260007424,263176192,126137792385370000,512,459007,198,2000-09-18 19:33:58.536999941,247.96240234375,4.495890410958904
1511,a33f9df1de03fb42ba02,0e3f49f9e63da1bb973f,442d130d37de119b643e,1779059505,l,NTFS,204578816,263176192,126137792385530000,512,459007,198,2000-09-18 19:33:58.552999973,195.1015625,4.495890410958904
1512,a33f9df1de03fb42ba02,0e3f49f9e63da1bb973f,7f0ac0a01268246c1cc4,974593000,m,FAT,192782336,262901760,126137792387410000,4096,6,198,2000-09-18 19:33:58.741000056,183.8515625,4.495890410958904
1513,a33f9df1de03fb42ba02,0e3f49f9e63da1bb973f,d5f36abdaee61e4de457,548364945,j,FAT32,262131712,262135808,126137792384910000,2048,6,198,2000-09-18 19:33:58.491000056,249.98828125,4.495890410958904
1514,a33f9df1de03fb42ba02,0e3f49f9e63da1bb973f,ffadae6b019098e59329,335627384,f,NTFS,1463748608,2097444864,126137792175840000,2048,459007,198,2000-09-18 19:33:37.583999991,1395.939453125,4.495890410958904
1515,a33f9df1de03fb42ba02,0e3f49f9e63da1bb973f,c0c750ed09c50e0133ea,16336222,d,NTFS,453513216,4293562368,126137790931990000,4096,459007,198,2000-09-18 19:31:33.199000001,432.50390625,4.495890410958904
1536,0f28e3cd96e134d67cfc,0f28e3cd96e134d67cfc,b1b7f21047ba7e5c7515,-1874248880,f,FAT32,20429996032,20470759424,126137651367430000,16384,6,198,2000-09-18 15:38:56.743000031,19483.5625,4.495890410958904
1537,0f28e3cd96e134d67cfc,0f28e3cd96e134d67cfc,6f83b1a696ac05d44667,947378795,c,NTFS,1985161216,4301788672,126137651216830000,512,459007,198,2000-09-18 15:38:41.682999969,1893.197265625,4.495890410958904
1538,0f28e3cd96e134d67cfc,0f28e3cd96e134d67cfc,2a522e4df963b9dc17ad,-529726148,e,FAT32,14382833664,15990718464,126137651367030000,8192,6,198,2000-09-18 15:38:56.702999949,13716.5390625,4.495890410958904
1539,0f28e3cd96e134d67cfc,0f28e3cd96e134d67cfc,fb932d3024b1d73e729c,-1471037407,d,FAT,66998272,98461696,126137651359020000,2048,6,198,2000-09-18 15:38:55.901999950,63.89453125,4.495890410958904
1540,0aa7440a3b220165d558,032a4ed2bd0b2a26c205,eb17bfe0ed80e9c43f34,304157907,c,FAT32,3205160960,4186656768,126139441604320000,4096,6,502,2000-09-20 17:22:40.432000041,3056.6796875,4.49041095890411
1541,0aa7440a3b220165d558,032a4ed2bd0b2a26c205,eb17bfe0ed80e9c43f34,1947267129,e,FAT32,3480977408,5844930560,126139442034060000,4096,6,502,2000-09-20 17:23:23.406000018,3319.71875,4.49041095890411
1546,0ecce3ab5732f4e59b69,911213714502546751b9,eb17bfe0ed80e9c43f34,659034868,z,FAT32,24745607168,27212333056,126137666022910000,16384,6,198,2000-09-18 16:03:22.291000009,23599.25,4.495890410958904
1547,0ecce3ab5732f4e59b69,911213714502546751b9,911213714502546751b9,354686976,c,FAT32,26731118592,30739251200,126137665926760000,16384,6,198,2000-09-18 16:03:12.675999999,25492.78125,4.495890410958904
1563,0d1015cb878bbae8dbd1,0d1015cb878bbae8dbd1,b88d71edb2752eda0402,544217065,c,FAT,260505600,2146467840,126139632556940000,32768,6,198,2000-09-20 22:40:55.694000006,248.4375,4.49041095890411
1564,0d1015cb878bbae8dbd1,0d1015cb878bbae8dbd1,1f6da669da60d80a6966,-2066639362,d,NTFS,1630330880,6950359040,126139632621040000,4096,31,198,2000-09-20 22:41:02.103999972,1554.8046875,4.49041095890411
1565,0fdacd57705483539511,f6cb067d8519c7033b87,38b82207a5004be31924,-1204419103,f,NTFS,1057531392,2138540032,126135181643120000,512,459007,502,2000-09-15 19:02:44.312000036,1008.54052734375,4.504109589041096
1566,0fdacd57705483539511,f6cb067d8519c7033b87,35f69394cc048a0d2788,609036128,c,NTFS,1980757504,4293563392,126135180282340000,512,459007,502,2000-09-15 19:00:28.233999968,1888.99755859375,4.504109589041096
1567,0fdacd57705483539511,f6cb067d8519c7033b87,31b5e60b72af01ee77ea,-326807904,d,NTFS,12988416,4803559424,126135180907030000,4096,459007,502,2000-09-15 19:01:30.702999949,12.38671875,4.504109589041096
1568,0fdacd57705483539511,f6cb067d8519c7033b87,b01893d790c522f53a26,-261817572,g,NTFS,348758016,2146764800,126135182035460000,2048,459007,502,2000-09-15 19:03:23.546000004,332.6015625,4.504109589041096
1695,a04111b7dab28890fd77,e23c0617fa85233f741e,df860a0dc72651a8551d,1144542053,c,NTFS,2254261248,4293563392,126134318461800000,512,459007,198,2000-09-14 19:04:06.179999948,2149.8310546875,4.506849315068493
1696,a04111b7dab28890fd77,e23c0617fa85233f741e,211c27c1188a1f4e7988,-1407019948,d,NTFS,7362785280,9088901120,126134318726800000,4096,459007,198,2000-09-14 19:04:32.679999948,7021.69921875,4.506849315068493
1697,a04111b7dab28890fd77,e23c0617fa85233f741e,211c27c1188a1f4e7988,-1407019948,p,NTFS,7362785280,9088901120,126134319430710000,4096,459007,198,2000-09-14 19:05:43.070999980,7021.69921875,4.506849315068493
1711,a43c0421822cccc37d25,5591eac6af18ced62503,eb17bfe0ed80e9c43f34,338761976,c,FAT32,2365460480,6477033472,126133540123230000,4096,6,198,2000-09-13 21:26:52.322999954,2255.87890625,4.50958904109589
1748,0a39f98109f317c6d706,75fc48ab18d692725c4a,eb17bfe0ed80e9c43f34,-995124309,c,NTFS,8541224960,12068872192,126137694139030000,512,459007,502,2000-09-18 16:50:13.902999997,8145.546875,4.495890410958904
1764,0e1c652240bf0125aa37,2dea689306aa41227eeb,d70db2927e43b4d525e4,1349405900,c,NTFS,2316070912,4293563392,126133335050500000,512,459007,198,2000-09-13 15:45:05.049999952,2208.77734375,4.50958904109589
1765,0e1c652240bf0125aa37,2dea689306aa41227eeb,19d1c509b13951cb7e93,-462871468,d,NTFS,57916416,4548547072,126133335273790000,512,459007,198,2000-09-13 15:45:27.378999949,55.2333984375,4.50958904109589
1766,0e1c652240bf0125aa37,afa6f5c72d2a2247cf6e,b5ac05b46c1f1f99fc3a,1554540950,c,NTFS,10617368576,18202509312,126133334024030000,4096,459007,198,2000-09-13 15:43:22.402999997,10125.51171875,4.50958904109589
1767,0e1c652240bf0125aa37,afa6f5c72d2a2247cf6e,454adb8b34a5a3b5fa5f,1580216395,d,NTFS,6406479872,7517872128,126133334395280000,4096,459007,198,2000-09-13 15:43:59.527999997,6109.6953125,4.50958904109589
1768,0e1c652240bf0125aa37,afa6f5c72d2a2247cf6e,00fa03421c4325310b1a,1245724913,e,FAT32,1557753856,1576157184,126133334691840000,4096,6,198,2000-09-13 15:44:29.184000015,1485.58984375,4.50958904109589
1769,0e1c652240bf0125aa37,b9d1a14d612a2d8af005,acf5a6d0b81b54091520,-770017610,c,NTFS,2253885440,9130024960,126133335475720000,4096,459007,198,2000-09-13 15:45:47.572000027,2149.47265625,4.50958904109589
1770,0e1c652240bf0125aa37,b9d1a14d612a2d8af005,dff5e873d3958a2d07cd,-830459819,d,NTFS,6867132416,7513042944,126133337888360000,4096,459007,198,2000-09-13 15:49:48.835999966,6549.0078125,4.50958904109589
1771,0e1c652240bf0125aa37,b9d1a14d612a2d8af005,4f19fb876e8af145eef1,1921784903,e,FAT32,1571430400,1580974080,126133337888820000,4096,6,198,2000-09-13 15:49:48.881999969,1498.6328125,4.50958904109589
1785,a0895dcba61c30e267f3,0accdd1167900c6606e4,f46047b6355ee6882a0e,996021768,c,FAT32,5182693376,9088229376,126134287669020000,8192,6,502,2000-09-14 18:12:46.901999950,4942.6015625,4.506849315068493
1942,0f955b9a38c6ed2dba84,3dfe090d3d2fc5115330,eb17bfe0ed80e9c43f34,792073734,c,FAT32,2704236544,10041425920,126139917813830000,8192,6,198,2000-09-21 06:36:21.383000016,2578.9609375,4.487671232876712
2015,a40966e7dc91f1057ef3,9ef67103b15f492d18d2,acd68a6412be7e3d174f,392567261,c,FAT32,7100284928,14437654528,126135058550510000,8192,6,198,2000-09-15 15:37:35.050999999,6771.359375,4.504109589041096
2136,a19c1be0e7df95e3c8cf,bffdf023cd4a4ff93066,eb17bfe0ed80e9c43f34,338104831,c,FAT32,4352983040,8365170688,126140247713770000,4096,6,502,2000-09-21 15:46:11.376999974,4151.328125,4.487671232876712
2137,a19c1be0e7df95e3c8cf,bffdf023cd4a4ff93066,eb17bfe0ed80e9c43f34,-668883178,d,FAT32,11926970368,12021792768,126140248052740000,8192,6,502,2000-09-21 15:46:45.274000049,11374.4453125,4.487671232876712
2179,a2097d6e635541d97853,19744dd504cd0a9d74f3,eb17bfe0ed80e9c43f34,342902637,c,NTFS,2880986112,6448586752,126133563294640000,512,459007,198,2000-09-13 22:05:29.463999987,2747.5224609375,4.50958904109589
